DistCode,Year,StateCode,StateName,DistName,TotalPop1000,TotalMale1000,TotalFemale1000,TotalLITPop,MaleLITPop,FemaleLITPop,PerCapita1000,TotalPop,MALE_LIT,FEMALE_LIT,OVERALL_LIT,Per capita,TotalCrime,Crime_rate,GDPP
213,2011,12,Uttar Pradesh,Jalaun,1689.97,906.09,783.88,1075.2,653.43,421.77,28,1689970,72.11535278,53.8054294,63.62243117,28000,1066,63.07804281,0.016568341
214,2011,12,Uttar Pradesh,Hamirpur,1980.25,1059.9,920.35,1141.41,710.41,430.99,27,1980250,67.02613454,46.82892378,57.63969196,27000,638,32.21815427,0.013634642
215,2011,12,Uttar Pradesh,Banda,2791.14,1493.6,1297.54,1534.01,960.97,573.04,22,2791140,64.3391805,44.16357107,54.95998051,22000,1281,45.89522561,0.007882084
216,2011,12,Uttar Pradesh,Varanasi,7207.81,3746.87,3460.94,4488.66,2635.35,1853.3,50,7207810,70.33470603,53.54903581,62.27494898,50000,3021,41.91286951,0.00693692
217,2011,12,Uttar Pradesh,Mirzpur,4359.53,2283.64,2075.89,2414.39,1467.83,946.57,23,4359530,64.27589287,45.59827351,55.3818875,23000,1012,23.21351155,0.005275798
218,2011,12,Uttar Pradesh,Jaunpur,4494.2,2220.47,2273.74,2731.68,1565.39,1166.28,22,4494200,70.49813778,51.29346363,60.78234168,22000,1640,36.4914779,0.004895198
219,2011,12,Uttar Pradesh,Ghazipur,3620.27,1855.08,1765.19,2197.55,1293.55,904,22,3620270,69.73014641,51.21261734,60.70127366,22000,794,21.93206584,0.006076895
220,2011,12,Uttar Pradesh,Ballia,3239.77,1672.9,1566.87,1963.59,1160.96,802.63,22,3239770,69.39805129,51.22505377,60.60893212,22000,1148,35.43461419,0.006790606
221,2011,12,Uttar Pradesh,Gorakhpur,7125.6,3659.53,3466.07,4119.47,2475.56,1643.91,29,7125600,67.64693827,47.42864397,57.81225441,29000,5074,71.20803862,0.004069833
222,2011,12,Uttar Pradesh,Deoria,6665.49,3355.5,3310,3830.06,2263.01,1567.05,24,6665490,67.44181195,47.3429003,57.46104187,24000,1188,17.82314579,0.003600636
223,2011,12,Uttar Pradesh,Basti,6738.94,3420.03,3318.92,3577.66,2127.54,1450.12,24,6738940,62.20822624,43.69252648,53.08935827,24000,796,11.81194669,0.003561391
224,2011,12,Uttar Pradesh,Azamgarh,6819.88,3399.71,3420.17,4134.96,2332.49,1802.46,27,6819880,68.60849896,52.70088914,60.63097884,27000,2173,31.86273072,0.003959014
225,2011,12,Uttar Pradesh,Lucknow,4589.84,2394.48,2195.36,3127.26,1742.44,1384.82,70,4589840,72.76903545,63.07940383,68.1344012,70000,10538,229.5940599,0.015251076
226,2011,12,Uttar Pradesh,Unnao,3108.37,1630.09,1478.28,1773.58,1053.06,720.52,28,3108370,64.60134103,48.74042807,57.05820092,28000,2191,70.48710417,0.009007937
227,2011,12,Uttar Pradesh,Rae-Bareily,3405.56,1752.54,1653.02,1965.84,1165.97,799.88,27,3405560,66.53029317,48.38900921,57.72442711,27000,1553,45.60189807,0.007928212
228,2011,12,Uttar Pradesh,Sitapur,4483.99,2375.26,2108.73,2283.73,1397.7,886.03,22,4483990,58.84408444,42.01723312,50.93075587,22000,3394,75.69151582,0.004906345
229,2011,12,Uttar Pradesh,Hardoi,4092.85,2191.44,1901.4,2221.6,1374.59,847.01,23,4092850,62.72542255,44.54664984,54.28002492,23000,3104,75.83957389,0.005619556
230,2011,12,Uttar Pradesh,Kheri,4021.24,2123.19,1898.06,2034.04,1237.16,796.89,22,4021240,58.26892553,41.98444728,50.58240742,22000,2842,70.67471725,0.005470949
231,2011,12,Uttar Pradesh,Faizabad,4868.89,2472.04,2396.85,2937.84,1685.02,1252.82,28,4868890,68.16313652,52.26943697,60.33900951,28000,2049,42.0835139,0.005750797
232,2011,12,Uttar Pradesh,Gonda,5582.59,2901.87,2680.71,2548.35,1579.12,969.22,23,5582590,54.417324,36.1553469,45.64816689,23000,2481,44.44173762,0.004119951
233,2011,12,Uttar Pradesh,Bahraich,4605.09,2437.78,2167.31,1821.68,1154.99,666.69,17,4605090,47.37876264,30.76117399,39.55796738,17000,2679,58.1747588,0.003691567
234,2011,12,Uttar Pradesh,Sultanpur,3797.12,1914.59,1882.53,2239.9,1300.25,939.65,28,3797120,67.91271238,49.91421119,58.98944463,28000,1551,40.84674701,0.00737401
235,2011,12,Uttar Pradesh,Pratapgarh,3209.14,1606.09,1603.06,1931.56,1121.38,810.18,21,3209140,69.82049574,50.53959303,60.18933421,21000,1854,57.77248733,0.006543809
236,2011,12,Uttar Pradesh,Barabanki,3260.7,1707.07,1553.63,1692.46,1010.52,681.94,23,3260700,59.19616653,43.89333368,51.90480572,23000,2216,67.9608673,0.0070537
237,2011,16,Uttarakhand,Nainital,2603.51,1352.45,1251.06,1734.34,984.31,750.03,94,2603510,72.77977005,59.95156108,66.61545375,94000,768,29.49863838,0.036105104
238,2011,16,Uttarakhand,Almorah,882.41,415.41,467,615.98,329.15,286.83,59,882410,79.23497268,61.41970021,69.80655251,59000,122,13.8257726,0.066862343
239,2011,16,Uttarakhand,Pithorgarh,743.09,370.44,372.65,523.28,291.64,231.64,73,743090,78.72799914,62.16020394,70.41946467,73000,157,21.12799257,0.098238437
240,2011,16,Uttarakhand,Chamoli,633.9,308.58,325.31,451.49,247.2,204.29,109,633900,80.10888586,62.79856137,71.22416785,109000,80,12.62028711,0.171951412
241,2011,16,Uttarakhand,Uttar Kashi,330.09,168.6,161.49,215.13,128.24,86.89,76,330090,76.06168446,53.80518918,65.1731346,76000,75,22.72107607,0.230240238
242,2011,16,Uttarakhand,Tehri Garhwal,618.93,297.99,320.95,407.99,227.41,180.59,66,618930,76.31464143,56.26733136,65.91860146,66000,97,15.67220849,0.106635645
243,2011,16,Uttarakhand,Garhwal,687.27,326.83,360.44,494.89,262.15,232.74,69,687270,80.20989505,64.57107979,72.00808998,69000,209,30.41017359,0.100397224
601,2011,17,Assam,Cachar,3624.61,1850.03,1774.56,2376.8,1302.73,1074.07,47,3624610,70.41669595,60.52598954,65.5739514,47000,4286,118.2472045,0.012966912
602,2011,17,Assam,Darrang,3684.28,1880.79,1803.49,2065.54,1153.53,912.02,29,3684280,61.33220615,50.56972869,56.06359994,29000,2622,71.16722942,0.00787128
603,2011,17,Assam,Dibrugarh,2654.27,1356.66,1297.6,1682.85,944.81,738.04,109,2654270,69.64235696,56.87731196,63.40161325,109000,2529,95.28043492,0.041065905
604,2011,17,Assam,Goalpara,5065.54,2584.73,2480.83,2669.21,1474.05,1195.15,28,5065540,57.02916746,48.17540904,52.69349368,28000,2203,43.48993395,0.005527545
605,2011,17,Assam,Kamrup,6186.82,3170.39,3016.43,3998.18,2202.28,1795.89,47,6186820,69.46400916,59.53693605,64.62415263,47000,2868,46.3566097,0.007596794
606,2011,17,Assam,Karbi Anglong,956.31,490.17,466.15,557.21,314.25,242.96,39,956310,64.11041067,52.12056205,58.26667085,39000,759,79.36756909,0.040781755
607,2011,17,Assam,Lakhimpur,1728.27,880.92,847.34,1106.52,613.31,493.2,26,1728270,69.62153203,58.20567895,64.02471836,26000,2010,116.3012724,0.015043946
608,2011,17,Assam,North Cachar Hil / Dima hasao,214.1,110.8,103.3,140.87,78.56,62.31,73,214100,70.90252708,60.31945789,65.79635684,73000,220,102.7557216,0.340962167
609,2011,17,Assam,Nagaon,3781.19,1925.76,1855.43,2250.62,1211.55,1039.07,25,3781190,62.91282403,56.00157376,59.5214734,25000,5998,158.6273104,0.006611675
610,2011,17,Assam,Sibsagar,3310.2,1689.19,1621.01,2330.2,1273.59,1056.62,90,3310200,75.39649181,65.18281812,70.39453809,90000,2254,68.09256238,0.02718869
626,2011,18,Himachal Pradesh,Bilashpur,381.96,192.76,189.19,287.62,155.6,132.02,88,381960,80.72214152,69.78170094,75.30107865,88000,1077,281.9666981,0.230390617
627,2011,18,Himachal Pradesh,Chamba,519.08,261.32,257.76,323.84,186.06,137.78,66,519080,71.20006123,53.45282433,62.38730061,66000,678,130.6157047,0.127148031
629,2011,18,Himachal Pradesh,Kangra,2486.02,1231.35,1254.66,1910.45,1000.28,910.17,86,2486020,81.23441751,72.5431591,76.84773252,86000,2709,108.9693566,0.034593447
630,2011,18,Himachal Pradesh,Kinnaur,84.12,46.25,37.87,60.7,36.7,24,143,84120,79.35135135,63.37470293,72.15882073,143000,162,192.5820257,1.699952449
631,2011,18,Himachal Pradesh,Kullu,437.9,225.45,212.45,307.67,174.55,133.12,93,437900,77.42293191,62.65944928,70.26033341,93000,934,213.2907056,0.212377255
632,2011,18,Himachal Pradesh,Lahul & Spiti,31.56,16.59,14.98,21.85,12.9,8.95,159,31560,77.75768535,59.74632844,69.23320659,159000,102,323.1939163,5.038022814
633,2011,18,Himachal Pradesh,Solan,580.32,308.75,271.57,428.58,244.37,184.21,171,580320,79.14817814,67.83149832,73.85235732,171000,959,165.2536532,0.294665012
634,2011,18,Himachal Pradesh,Mandi,999.78,498.07,501.71,723.75,393.67,330.08,71,999780,79.03909089,65.7909948,72.390926,71000,1640,164.0360879,0.071015623
635,2011,18,Himachal Pradesh,Shimla,814.01,425.04,388.97,612.64,342.85,269.8,94,814010,80.66299642,69.36267578,75.26197467,94000,2866,352.0841267,0.115477697
651,2011,19,Kerala,Alappuzha,2127.79,1013.14,1114.65,1852.8,890.55,962.25,88,2127790,87.89999408,86.32754676,87.07626223,88000,9927,466.5404011,0.041357465
652,2011,19,Kerala,Kannur,4117.78,1951.29,2166.49,3402.91,1644.81,1758.12,80,4117780,84.2934674,81.1506169,82.63943193,80000,7989,194.0123076,0.019427944
653,2011,19,Kerala,Eranakulam,3504.18,1730.12,1774.06,3040.28,1520.1,1520.18,150,3504180,87.86095762,85.6893228,86.76152481,150000,13192,376.4646793,0.04280602
655,2011,19,Kerala,Kottayam,2861.73,1410.54,1451.2,2488.21,1239.09,1249.11,125,2861730,87.84508061,86.07428335,86.94775538,125000,8448,295.2060467,0.043679872
656,2011,19,Kerala,Kozhikode,3616.31,1731.39,1884.92,3034.04,1479.71,1554.33,70,3616310,85.46370257,82.46132462,83.8987808,70000,3996,110.4993764,0.019356748
657,2011,19,Kerala,Malappuram,4112.92,1960.33,2152.59,3311.32,1597.4,1713.91,65,4112920,81.48628037,79.62082886,80.51019713,65000,13026,316.7092966,0.015803857
658,2011,19,Kerala,Palakkad,2809.93,1359.48,1450.46,2239.49,1122.6,1116.89,70,2809930,82.57569071,77.00246818,79.69913841,70000,7721,274.7755282,0.024911653
659,2011,19,Kerala,Kollam,3832.79,1808.69,2024.11,3302.82,1573.53,1729.3,84,3832790,86.99832475,85.43508011,86.17273579,84000,6357,165.8582912,0.02191615
660,2011,19,Kerala,Thrissur,3121.2,1480.76,1640.44,2678.55,1282.26,1396.29,82,3121200,86.59472163,85.11679793,85.81795463,82000,4891,156.7025503,0.026271947
661,2011,19,Kerala,Thiruvananthapuram,3301.43,1581.68,1719.75,2785.41,1354.86,1430.55,120,3301430,85.65955187,83.18360227,84.36980339,120000,6591,199.6407617,0.036347886
701,2011,8,Orissa,Balasore,3826.87,1946.05,1880.82,2715.37,1498.63,1216.74,41,3826870,77.00881272,64.69199604,70.95537606,41000,3741,97.75612968,0.010713716
702,2011,8,Orissa,Bolangir,2259.18,1141.41,1117.77,1325.68,776.06,549.62,39,2259180,67.99134404,49.17111749,58.67969794,39000,1958,86.66861428,0.017262901
703,2011,8,Orissa,Cuttack,7028.99,3574.47,3454.53,5280.23,2870.45,2409.78,58,7028990,80.30421293,69.75710154,75.12074992,58000,2481,35.29667847,0.008251541
704,2011,8,Orissa,Dhenkanal,2466.63,1268.31,1198.32,1699.37,958.52,740.85,50,2466630,75.5745835,61.82405368,68.89440248,50000,1738,70.46050685,0.020270572
705,2011,8,Orissa,Ganjam,4106.85,2062.1,2044.75,2472.59,1416.31,1056.27,47,4106850,68.68289608,51.65765986,60.20648429,47000,2198,53.52033797,0.011444294
706,2011,8,Orissa,Kalahandi,2187.25,1089.06,1098.19,1101.42,665.08,436.34,28,2187250,61.06917892,39.732651,50.35638359,28000,1593,72.83118071,0.012801463
707,2011,8,Orissa,Keonjhar,1801.73,906.49,895.25,1052.52,605.12,447.4,69,1801730,66.75418372,49.97486736,58.41718792,69000,2161,119.9402796,0.038296526
708,2011,8,Orissa,Koraput,4181.7,2059.2,2122.49,1690.92,1016.78,674.14,37,4181700,49.37742813,31.76175153,40.43618624,37000,1620,38.74022527,0.008848076
709,2011,8,Orissa,Mayurbhanja,2519.74,1256.21,1263.53,1369.4,794.17,575.23,28,2519740,63.2195254,45.52563057,54.34687706,28000,2565,101.7962171,0.011112258
710,2011,8,Orissa,Phulbani ( Kandhamal ),1174.27,581.58,592.71,671.4,392.55,278.85,24,1174270,67.4971629,47.04661639,57.17594761,24000,891,75.87692779,0.02043823
711,2011,8,Orissa,Puri,4913.19,2535.16,2378.04,3730.24,2054.71,1675.53,45,4913190,81.04853343,70.45844477,75.92297469,45000,2944,59.92033689,0.009159019
712,2011,8,Orissa,Sambalpur,3414.39,1730.96,1683.42,2291.17,1291.15,1000.03,70,3414390,74.59155613,59.40466431,67.10334789,70000,2647,77.52482874,0.020501466
713,2011,8,Orissa,Sundargarh,2093.44,1061.15,1032.29,1342.32,750.15,592.18,90,2093440,70.69217359,57.36566275,64.1202996,90000,1239,59.1848823,0.04299144
800,2011,13,West Bengal,24 Parganas,18171.74,9293.17,8878.57,13140.35,7099.33,6041.03,53,18171740,76.39298539,68.0405741,72.31200755,53000,32664,179.7516363,0.002916617
803,2011,13,West Bengal,Nadia,5167.6,2653.77,2513.83,3480.56,1878.87,1601.69,40,5167600,70.80003165,63.71512791,67.35351033,40000,12271,237.4603297,0.007740537
804,2011,13,West Bengal,Murshidabad,7103.81,3627.56,3476.24,4055.83,2177.19,1878.65,33,7103810,60.01802865,54.04258624,57.09372858,33000,14154,199.2451938,0.004645395
805,2011,13,West Bengal,Burdwan,7717.56,3966.89,3750.67,5247.21,2918.04,2329.17,64,7717560,73.55989201,62.10010478,67.99053069,64000,3997,51.79098057,0.008292776
806,2011,13,West Bengal,Birbhum,3502.4,1790.92,1711.48,2158.45,1201.48,956.97,44,3502400,67.08730708,55.91476383,61.62774098,44000,2511,71.69369575,0.012562814
807,2011,13,West Bengal,Bankura,3596.67,1838.1,1758.58,2232.99,1299.34,933.66,56,3596670,70.68929873,53.09169898,62.08492856,56000,2296,63.83682684,0.015569958
810,2011,13,West Bengal,Hooghly,5519.15,2814.65,2704.49,4078.39,2211.78,1866.61,56,5519150,78.58099586,69.01892778,73.89525561,56000,5391,97.67808449,0.01014649
811,2011,13,West Bengal,Howrah,4850.03,2500.82,2349.21,3605.21,1942.82,1662.38,61,4850030,77.68731856,70.763363,74.33376701,61000,10823,223.1532588,0.012577242
812,2011,13,West Bengal,Jalpaiguri,3872.85,1983.06,1889.78,2498.78,1396.62,1102.16,56,3872850,70.4275211,58.32213274,64.5204436,56000,7886,203.6226552,0.014459636
813,2011,13,West Bengal,Darjeeling,1846.82,937.26,909.56,1315.59,717.67,597.91,80,1846820,76.57106886,65.73618013,71.23542089,80000,3555,192.4930421,0.043317703
814,2011,13,West Bengal,Malda,3988.85,2051.54,1937.3,2086.43,1152.02,934.41,37,3988850,56.15391365,48.23259175,52.30655452,37000,4496,112.7141908,0.009275856
816,2011,13,West Bengal,Cooch Behar,2819.09,1451.54,1367.54,1850.5,1028.73,821.77,38,2819090,70.871626,60.09111251,65.64174964,38000,3354,118.9745627,0.013479527
817,2011,13,West Bengal,Purulia,2930.12,1497,1433.12,1624.91,1002.06,622.85,39,2930120,66.93787575,43.46111979,55.45540797,39000,1895,64.67311919,0.013310035
818,2011,13,West Bengal,Midnapur,11009.34,5637.72,5371.61,8001.6,4415.98,3585.62,47,11009340,78.32918272,66.7513092,72.68010616,47000,5000,45.41598316,0.004269102
822,2011,13,West Bengal,West Dinajpur,4683.41,2408.27,2275.15,2573.36,1449.97,1123.38,32,4683410,60.20795011,49.37608509,54.94628914,32000,2336,49.87818705,0.006832628
902,2011,2,Bihar,Muzaffarpur,12375.9,6521.96,5853.95,6156.46,3696.54,2459.94,26,12375900,56.67836049,42.02188266,49.74555386,26000,7351,59.39770037,0.002100857
903,2011,2,Bihar,Darbhanga,12686.34,6619.26,6067.07,6114.85,3759.24,2355.63,22,12686340,56.79245112,38.82648461,48.20026895,22000,5387,42.46299563,0.001734149
904,2011,2,Bihar,Saharsa,4129.74,2152.45,1977.28,1838.28,1154.04,684.23,25,4129740,53.6151827,34.60460835,44.51321391,25000,2020,48.91349092,0.00605365
905,2011,2,Bihar,Purnea,10837.62,5630.1,5207.52,4553.35,2735.08,1818.27,21,10837620,48.57959894,34.91623652,42.01429834,21000,3332,30.74475761,0.001937695
906,2011,2,Bihar,Saran,9844.33,4965.58,4878.76,5470.63,3195.59,2275.05,21,9844330,64.35481857,46.63172609,55.57137967,21000,5200,52.8222845,0.002133208
907,2011,2,Bihar,Patna,8716.12,4575.57,4140.54,4979.61,2947.61,2032.01,50,8716120,64.42060771,49.07596594,57.13103996,50000,14855,170.4313387,0.005736497
908,2011,2,Bihar,Mungair,9402.86,4952.64,4450.21,4813.06,2889.4,1923.67,28,9402860,58.34060218,43.22649942,51.18719198,28000,1981,21.06805802,0.002977817
909,2011,2,Bihar,Bhagalpur,5072.53,2682.8,2389.72,2538.39,1528.63,1009.76,29,5072530,56.97890264,42.25432268,50.04189231,29000,3024,59.6152216,0.005717068
910,2011,15,Jharkhand,Santhal Paragana / Dumka,6969.09,3568.34,3400.75,3332.92,2024.88,1308.04,17,6969090,56.74571369,38.46328016,47.8243214,17000,1562,22.41325625,0.002439343
912,2011,2,Bihar,Gaya,10976.79,5679,5297.8,5859.85,3506.69,2353.16,17,10976790,61.74837119,44.41768281,53.38400388,17000,5207,47.43645456,0.001548722
913,2011,15,Jharkhand,Hazaribagh,8270.32,4263.15,4007.17,4616.8,2781.15,1835.65,48,8270320,65.23697266,45.80913712,55.82371662,48000,2282,27.59264454,0.005803887
914,2011,15,Jharkhand,Dhanbad,3365.06,1759.99,1605.07,2142.46,1265.45,877.01,67,3365060,71.90097671,54.63998455,63.66780979,67000,4092,121.6025866,0.019910492
915,2011,15,Jharkhand,Palamau,3989.63,2059.55,1930.09,2028.72,1236.58,792.16,17,3989630,60.04127115,41.04264568,50.84982818,17000,2033,50.9571063,0.004261047
916,2011,15,Jharkhand,Ranchi,5532.72,2808.61,2724.12,3358.92,1913.34,1445.58,59,5532720,68.12408985,53.06594423,60.71010281,59000,2222,40.1610781,0.010663833
917,2011,15,Jharkhand,Singhbhum,4861.32,2470.7,2390.62,2848.25,1661.13,1187.12,58,4861320,67.23317279,49.65741105,58.59005373,58000,844,17.36153966,0.011930916
